date,open,close,high,low,volume,change,pct_change,amplitude_pct,turnover,turnover_rate,ma_short,ma_long,signal,signal_change,buy_signal,sell_signal,position,daily_return,strategy_return,benchmark_wealth,strategy_wealth,benchmark_cumulative_return,strategy_cumulative_return,rolling_drawdown
2024-01-02,8.975,8.905,9.055,8.905,167624.0,,,,,,,,0.0,0.0,False,False,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2024-01-03,8.895,8.875,8.925,8.825,153980.0,-0.0299999999999993,-0.3368893879842738,1.1229646266142777,,,,,0.0,0.0,False,False,0.0,-0.003368893879842738,-0.0,0.9966311061201573,1.0,-0.003368893879842738,0.0,0.0
2024-01-04,8.865,8.705,8.865,8.585,226012.0,-0.1699999999999999,-1.9154929577464783,3.1549295774647814,,,,,0.0,0.0,False,False,0.0,-0.019154929577464785,-0.0,0.9775407074677148,1.0,-0.02245929253228518,0.0,0.0
2024-01-05,8.695,8.585,8.875,8.565,211830.0,-0.1199999999999992,-1.378518093049963,3.561171740379098,,,,,0.0,0.0,False,False,0.0,-0.01378518093049963,-0.0,0.9640651319483438,1.0,-0.035934868051656244,0.0,0.0
2024-01-08,8.575,8.425,8.595,8.415,165552.0,-0.1600000000000001,-1.863715783343045,2.0966802562609375,,,8.699000000000002,,0.0,0.0,False,False,0.0,-0.01863715783343045,-0.0,0.9460976979225155,1.0,-0.053902302077484476,0.0,0.0
2024-01-09,8.415,8.475,8.515,8.275,181671.0,0.0499999999999989,0.5934718100890191,2.848664688427302,,,8.613,,0.0,0.0,False,False,0.0,0.005934718100890191,0.0,0.9517125210555868,1.0,-0.04828747894441321,0.0,0.0
2024-01-10,8.415,8.455,8.575,8.375,138048.0,-0.0199999999999995,-0.2359882005899649,2.3598820058996965,,,8.529,,0.0,0.0,False,False,0.0,-0.0023598820058996495,-0.0,0.9494665918023584,1.0,-0.05053340819764163,0.0,0.0
2024-01-11,8.445,8.525,8.575,8.325,140301.0,0.0700000000000002,0.8279124778237668,2.956830277942046,,,8.493,,0.0,0.0,False,False,0.0,0.008279124778237668,0.0,0.9573273441886582,1.0,-0.04267265581134183,0.0,0.0
2024-01-12,8.515,8.535,8.695,8.475,137510.0,0.0099999999999997,0.117302052785928,2.58064516129033,,,8.483,,0.0,0.0,False,False,0.0,0.001173020527859281,0.0,0.9584503088152725,1.0,-0.04154969118472751,0.0,0.0
2024-01-15,8.525,8.535,8.655,8.415,143173.0,0.0,0.0,2.8119507908611627,,,8.504999999999999,,0.0,0.0,False,False,0.0,0.0,0.0,0.9584503088152725,1.0,-0.04154969118472751,0.0,0.0
2024-01-16,8.525,8.455,8.575,8.355,173824.0,-0.08,-0.9373169302870576,2.5776215582893833,,,8.501000000000001,,0.0,0.0,False,False,0.0,-0.009373169302870576,-0.0,0.9494665918023584,1.0,-0.05053340819764163,0.0,0.0
2024-01-17,8.465,8.085,8.465,8.075,284616.0,-0.3699999999999992,-4.376108811354218,4.6126552335895985,,,8.427,,0.0,0.0,False,False,0.0,-0.04376108811354218,-0.0,0.9079169006176308,1.0,-0.09208309938236925,0.0,0.0
2024-01-18,8.025,8.125,8.185,7.855,304636.0,0.0399999999999991,0.4947433518861954,4.081632653061225,,,8.347,,0.0,0.0,False,False,0.0,0.0049474335188619545,0.0,0.9124087591240877,1.0,-0.0875912408759123,0.0,0.0
2024-01-19,8.105,8.125,8.285,8.035,242629.0,0.0,0.0,3.076923076923077,,,8.265,,0.0,0.0,False,False,0.0,0.0,0.0,0.9124087591240877,1.0,-0.0875912408759123,0.0,0.0
2024-01-22,8.095,7.845,8.185,7.775,289850.0,-0.2800000000000002,-3.4461538461538543,5.046153846153848,,,8.126999999999999,,0.0,0.0,False,False,0.0,-0.03446153846153854,-0.0,0.8809657495788883,1.0,-0.11903425042111171,0.0,0.0
2024-01-23,7.845,7.875,7.935,7.715,221823.0,0.0300000000000002,0.3824091778202643,2.80433397068196,,,8.011,,0.0,0.0,False,False,0.0,0.003824091778202643,0.0,0.884334643458731,1.0,-0.11566535654126897,0.0,0.0
2024-01-24,7.925,8.155,8.205,7.775,295154.0,0.2799999999999993,3.555555555555556,5.460317460317457,,,8.025,,0.0,0.0,False,False,0.0,0.03555555555555556,0.0,0.9157776530039303,1.0,-0.08422234699606967,0.0,0.0
2024-01-25,8.135,8.665,8.705,8.105,502697.0,0.5099999999999998,6.253832004904969,7.35744941753525,,,8.133,,0.0,0.0,False,False,0.0,0.06253832004904969,0.0,0.9730488489612577,1.0,-0.02695115103874235,0.0,0.0
2024-01-26,8.625,8.685,8.845,8.535,364552.0,0.0200000000000013,0.2308136180034781,3.5776110790536704,,,8.245000000000001,,0.0,0.0,False,False,0.0,0.002308136180034781,0.0,0.9752947782144863,1.0,-0.02470522178551371,0.0,0.0
2024-01-29,8.575,8.725,8.965,8.575,536285.0,0.0399999999999991,0.4605641911341385,4.490500863557865,,,8.421000000000001,8.437999999999999,0.0,0.0,False,False,0.0,0.004605641911341385,0.0,0.9797866367209433,1.0,-0.02021336327905665,0.0,0.0
2024-01-30,8.635,8.305,8.655,8.295,372046.0,-0.4199999999999999,-4.813753581661895,4.126074498567329,,,8.507,8.408,1.0,1.0,True,False,0.0,-0.04813753581661895,-0.0,0.9326221224031443,1.0,-0.06737787759685565,0.0,0.0
2024-01-31,8.215,8.305,8.595,8.155,417898.0,0.0,0.0,5.298013245033128,,,8.537,8.3795,1.0,0.0,False,False,1.0,0.0,0.0,0.9326221224031443,1.0,-0.06737787759685565,0.0,0.0
2024-02-01,8.305,8.405,8.655,8.265,353792.0,0.0999999999999996,1.2040939193256994,4.695966285370245,,,8.485,8.3645,1.0,0.0,False,False,1.0,0.012040939193256994,0.012040939193256994,0.9438517686692869,1.012040939193257,-0.056148231330713116,0.012040939193256994,0.0
2024-02-02,8.405,8.155,8.505,7.895,467295.0,-0.25,-2.974419988102317,7.257584770969676,,,8.379,8.343,1.0,0.0,False,False,1.0,-0.02974419988102317,-0.02974419988102317,0.9157776530039303,0.9819385912101144,-0.08422234699606967,-0.018061408789885602,-0.02974419988102317
2024-02-05,8.105,7.855,8.105,7.625,415405.0,-0.2999999999999989,-3.678724708767611,5.88595953402821,,,8.205000000000002,8.314499999999999,0.0,-1.0,False,True,1.0,-0.03678724708767611,-0.03678724708767611,0.8820887142055026,0.9458157736303433,-0.11791128579449739,-0.054184226369656696,-0.06543723973825089
2024-02-06,7.855,8.505,8.535,7.765,432507.0,0.6500000000000004,8.27498408656906,9.802673456397205,,,8.245,8.315999999999999,0.0,0.0,False,False,0.0,0.0827498408656906,0.0,0.9550814149354295,0.9458157736303433,-0.04491858506457047,-0.054184226369656696,-0.06543723973825089
2024-02-07,8.535,8.825,8.935,8.465,528622.0,0.3199999999999985,3.7624926513815327,5.526161081716644,,,8.349,8.3345,1.0,1.0,True,False,0.0,0.03762492651381533,0.0,0.9910162829870859,0.9458157736303433,-0.008983717012914116,-0.054184226369656696,-0.06543723973825089
2024-02-08,8.875,8.865,8.955,8.635,447995.0,0.0400000000000009,0.4532577903682888,3.626062322946179,,,8.440999999999999,8.3515,1.0,0.0,False,False,1.0,0.004532577903682888,0.004532577903682888,0.995508141493543,0.9501027573068549,-0.004491858506456947,-0.049897242693145105,-0.061201261221483616
